id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38007330,Spacious Room in a Stunning  Home in Tiong Bahru,151196270,Hmlet,Central Region,Bukit Merah,1.28171,103.83144,Private room,78,91,0,,,2,289,0,Authorised Serviced Apartment
38026889,Modern Apartment with City View in CBD SG,148161755,Jan,Central Region,Rochor,1.29906,103.85187,Entire home/apt,320,6,14,2022-07-23,0.41,26,3,5,Authorised Serviced Apartment
38033643,"BY THE ICONIC RIVERSIDE,  LUXURY 2BR @ CLARKE QUAY",138649185,Fiona,Central Region,Singapore River,1.29315,103.84273,Entire home/apt,480,92,0,,,217,364,0,
38034121,"BY THE ICONIC RIVERSIDE,  LUXURY 2BR @ CLARKE QUAY",156409670,Tia,Central Region,Singapore River,1.29153,103.84279,Entire home/apt,525,6,0,,,180,347,0,S0019
38035489,1960s Queenbed Rm1* @ lavender bugis,8948251,Joey,Central Region,Kallang,1.31068,103.86118,Private room,49,92,1,2019-11-16,0.03,74,264,0,
38056679,Private bedroom in residential estate,122219616,Veronica,North-East Region,Ang Mo Kio,1.37289,103.83705,Private room,40,92,1,2021-11-28,0.10,2,83,1,
38057160,Ensuite room in quiet estate in Ang Mo Kio nr MRT,122219616,Veronica,North-East Region,Ang Mo Kio,1.37338,103.83949,Private room,40,92,0,,,2,0,0,
38134713,#1 SUASANA JBCity CIQ CitySquare JBCC Heritage Row,289732113,Wiki,North Region,Woodlands,1.46037,103.76425,Entire home/apt,55,1,44,2022-08-21,1.18,2,167,17,
38134715,#01 - SUASANA 5 PAX : JBCity CIQ JBCC CitySquare,289732372,William,North Region,Woodlands,1.46195,103.7626,Entire home/apt,55,1,30,2022-09-17,0.86,1,45,23,
38134989,Hmlet Cantonment - The Small,287240181,Hmlet Cantonment,Central Region,Bukit Merah,1.27427,103.84092,Private room,241,6,87,2022-09-17,2.46,4,354,31,Authorised Serviced Apartment
38136195,SG Modern Clean Work From Home Apartment in Bugis,148161755,Jan,Central Region,Downtown Core,1.29722,103.85346,Private room,200,6,2,2022-01-04,0.05,26,0,1,Authorised Serviced Apartment
38147122,Country Garden Danga Bay Bay Laurel,94366880,Ricky,North Region,Lim Chu Kang,1.4636,103.72776,Entire home/apt,250,1,0,,,2,83,0,
38165951,Inviting & Cozy 1BR APT 3 mins from Tg Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27584,103.84549,Entire home/apt,172,92,0,,,143,0,0,
38166428,Superb & Comfy 1BR 5 mins from Aljunied MRT,66406177,Jay,Central Region,Geylang,1.32001,103.88205,Entire home/apt,144,92,1,2020-07-26,0.04,143,197,0,
38166684,Superhost Studio APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.27533,103.84535,Entire home/apt,134,92,0,,,143,0,0,
38168505,Superhost 1BR APT in the heart of Tg Pagar,66406177,Jay,Central Region,Downtown Core,1.2754,103.84577,Entire home/apt,134,92,0,,,143,0,0,
38171044,"SKYLINE VIEWS FROM LUSH 1-BR, TANJONG PAGAR",138649185,Fiona,Central Region,Downtown Core,1.27391,103.84374,Entire home/apt,170,92,0,,,217,364,0,
38199255,STYLISHLY DECORATED 3-BR APARTMENT@CLARKE QUAY,138649185,Fiona,Central Region,Outram,1.28741,103.84229,Entire home/apt,521,6,0,,,217,325,0,
38203576,Studio apartment * BRAND NEW* -Downtown/Raffles,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28155,103.85346,Entire home/apt,105,92,0,,,45,288,0,
38205101,"""live with love""..""stay with passion""",288005643,Sweet Dream,North Region,Lim Chu Kang,1.46322,103.7281,Entire home/apt,259,1,1,2022-06-05,0.27,1,180,1,
38220130,[Bungalow Homestay] Johor Bahru Bedroom 3,290427273,Akmalina,North Region,Sungei Kadut,1.46593,103.74544,Private room,21,1,0,,,7,90,0,
38221330,[Bungalow Homestay] Johor Bahru Bedroom 1,290427273,Akmalina,North Region,Sungei Kadut,1.46482,103.74476,Private room,21,1,0,,,7,90,0,
38222721,[Bungalow Homestay] Johor Bahru Bedroom 6,290427273,Akmalina,North Region,Sungei Kadut,1.46572,103.74613,Private room,24,1,0,,,7,90,0,
38223985,[Bungalow Homestay] Johor Bahru Bedroom 7,290427273,Akmalina,North Region,Sungei Kadut,1.46466,103.74403,Private room,24,1,0,,,7,90,0,
38224142,[Bungalow Homestay] Johor Bahru Bedroom 8,290427273,Akmalina,North Region,Sungei Kadut,1.465,103.74557,Private room,24,1,0,,,7,90,0,
38224254,[Bungalow Homestay] Johor Bahru Bedroom 4,290427273,Akmalina,North Region,Sungei Kadut,1.46426,103.74413,Private room,16,1,1,2019-09-17,0.03,7,90,0,
38224491,[Bungalow Homestay] Johor Bahru Entire Floor,290427273,Akmalina,North Region,Sungei Kadut,1.46438,103.74411,Entire home/apt,133,1,0,,,7,90,0,
38250487,Room with pool view near NTU,290685432,Hon,West Region,Jurong West,1.35238,103.69871,Private room,48,92,1,2021-11-13,0.10,2,272,1,
38305984,ONE BEDROOM PREMIUM @ SERANGOON MRT,291243757,JJH Serviced Apartment,North-East Region,Serangoon,1.34595,103.87039,Private room,186,92,1,2019-09-28,0.03,3,365,0,
38307308,STUDIO-SUITES @JJH SERVICED APARTMENT,291243757,JJH Serviced Apartment,North-East Region,Serangoon,1.34549,103.87029,Private room,186,92,0,,,3,365,0,
38307486,Orchard Road Area Room for Rent,47298338,Sebastian,Central Region,River Valley,1.30244,103.82695,Private room,99,92,0,,,1,174,0,
38308020,Cozy common room suitable for couple or family,100661714,Phillip,North-East Region,Serangoon,1.37418,103.8722,Private room,120,92,14,2020-03-09,0.38,3,91,0,
38336005,#2 SUASANA JBCITY CIQ CitySquare JBCC Heritage Row,289732113,Wiki,North Region,Woodlands,1.46193,103.76268,Entire home/apt,55,1,18,2022-07-24,0.49,2,0,3,
38388737,Standard Single Room,292133113,Rest Bugis,Central Region,Rochor,1.3052,103.85982,Private room,147,2,6,2022-09-08,0.28,10,163,5,S0430
38395413,"2 bedroom at Premium Location, Somerset, Orchard",238891646,Neha,Central Region,Orchard,1.29865,103.83774,Entire home/apt,250,92,0,,,88,364,0,
38395825,XiaoHua Sweet home JB town area near shopping,124406592,Xiaohua,North Region,Woodlands,1.46748,103.76864,Entire home/apt,155,1,1,2019-09-10,0.03,1,178,0,
38416386,3 Bedroom Royal Apartment at Novena,238891646,Neha,Central Region,Novena,1.32781,103.84838,Entire home/apt,300,92,0,,,88,364,0,
38417543,A spacious and unique room in Northern Singapore,292768368,Anie,North Region,Woodlands,1.44337,103.80651,Private room,38,92,26,2020-02-23,0.70,1,114,0,
38417844,Sembawang common room,102027164,Amanda,North Region,Sembawang,1.44987,103.81826,Private room,40,365,0,,,2,365,0,
38419015,Sea view at Bay laurel Country Garden,107133772,Nur Haja,North Region,Lim Chu Kang,1.46538,103.72644,Entire home/apt,91,1,0,,,1,0,0,
38426518,Heritage Lane @ Hiok Nee *Johor Bahru Downtown,119263287,Kelvin,North Region,Woodlands,1.45587,103.76485,Entire home/apt,34,1,3,2019-12-31,0.08,1,0,0,
38471875,"CLASSY & COZY, 3 BR IN CLEMENTI-II",138649185,Fiona,West Region,Clementi,1.30937,103.76104,Entire home/apt,390,92,2,2021-12-29,0.21,217,364,2,
38478522,"selfcheckin Aljunied Queenbed window rm, 5min MRT",201775246,Hillary,Central Region,Geylang,1.3155,103.88063,Private room,59,92,0,,,46,356,0,
38496138,City-located Studio Apartment* BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30284,103.8634,Entire home/apt,121,92,2,2020-11-14,0.07,143,0,0,
38498535,S - Spacious Beautiful City Apartment,239242652,Shasha,Central Region,Bukit Merah,1.28302,103.83199,Entire home/apt,426,92,0,,,2,365,0,
38523541,Family room 6 persons,43228625,Gfourstation,Central Region,Rochor,1.30488,103.84914,Shared room,144,92,1,2020-02-02,0.03,14,325,0,
38526126,"COZY 2 BEDROOM FURNISHED APARTMENT, NOVENA",238891646,Neha,Central Region,Novena,1.31514,103.84052,Entire home/apt,290,92,0,,,88,364,0,
38530815,Awesome View *RoomC @ Chinatown (Not for Tourist),2413412,Kaurus,Central Region,Outram,1.28513,103.84156,Private room,59,92,1,2019-12-08,0.03,97,356,0,
38564601,Almas Suites - Puteri harbour,88093386,JB City,West Region,Western Water Catchment,1.41758,103.65247,Entire home/apt,55,1,31,2022-09-05,0.85,16,364,9,
38588776,Gem of the West 1BR APT 3 mins from Jurong E MRT,66406177,Jay,West Region,Jurong East,1.33487,103.74109,Entire home/apt,124,92,0,,,143,0,0,
38639800,kEnsuite Brickwall8 @ Chinatown/CBD (Non-Tourist),2413412,Kaurus,Central Region,Outram,1.28352,103.8432,Private room,45,92,1,2021-06-29,0.07,97,265,0,
38649039,☀ MODERN & COSY 1BR w/ QUEEN BED FOR STAY☀,219550151,Ray,Central Region,Rochor,1.3013,103.84756,Entire home/apt,158,92,0,,,49,365,0,
38681479,Bright & Airy 1BR APT Beside Bartley MRT,66406177,Jay,North-East Region,Serangoon,1.34192,103.8817,Entire home/apt,117,92,2,2021-06-16,0.12,143,0,0,
38682873,Lovely 2BR+study Apt near Lakeside MRT,66406177,Jay,West Region,Jurong West,1.34665,103.72435,Entire home/apt,165,92,2,2020-08-31,0.07,143,0,0,
38684124,BUDGETED 2 BEDROOM APARTMENT FOR COMFORTABLE STAY.,238891646,Neha,Central Region,Toa Payoh,1.33106,103.86605,Entire home/apt,210,92,0,,,88,364,0,
38689546,Teega Suites in Puteri Harbour,295616421,James,West Region,Western Water Catchment,1.41394,103.65485,Private room,312,1,0,,,1,180,0,
38704993,SKS30A@Disinfection/City/must FULL VACINE/Netflix,62041427,Khatty,North Region,Woodlands,1.47079,103.76229,Entire home/apt,28,2,58,2022-09-18,1.73,2,346,32,
38713825,Owl house in JB Hub 4R HSE / MAX14Guest,216605724,Fiona,North Region,Woodlands,1.47471,103.77626,Entire home/apt,162,1,1,2019-12-15,0.03,2,111,0,
38735078,☀ BEAUTIFUL & COSY 3BR w/ QUEEN BEDS FOR STAY ☀,219550151,Ray,Central Region,Geylang,1.31335,103.88536,Entire home/apt,238,92,1,2020-02-11,0.03,49,180,0,
38735289,☀ BEAUTIFUL & COSY 3BR w/ QUEEN BEDS FOR STAY ☀,219550151,Ray,Central Region,Geylang,1.3117,103.87797,Entire home/apt,248,92,2,2020-01-26,0.06,49,365,0,
38735661,☀ BEAUTIFUL & COSY 3BR w/ QUEEN BEDS FOR STAY ☀,219550151,Ray,Central Region,Geylang,1.31309,103.87599,Entire home/apt,150,92,4,2020-02-20,0.11,49,180,0,
38736956,Superior 2BR Apartment in Farrer Park MRT,66406177,Jay,Central Region,Kallang,1.31394,103.85861,Entire home/apt,165,92,0,,,143,0,0,
38788624,beautiful king suit w/helper weekdays,293824596,Lori,Central Region,Tanglin,1.31445,103.83125,Private room,100,92,1,2019-12-26,0.03,1,276,0,
38824582,The Crown Jewels Of Marina Bay area,45661681,Betty,Central Region,Downtown Core,1.28008,103.85375,Entire home/apt,464,92,0,,,11,365,0,
38824684,Marina Bay Crown jewels,45661681,Betty,Central Region,Downtown Core,1.28044,103.85132,Entire home/apt,464,92,0,,,11,179,0,
38835146,"TRANQUIL & ECO-FRIENDLY, 2 BR @ORCHARD",156409670,Tia,Central Region,Tanglin,1.3124,103.82537,Entire home/apt,500,92,0,,,180,364,0,
38837741,"TRANQUIL & ECO-FRIENDLY, 2 BR @ORCHARD",138649185,Fiona,Central Region,Tanglin,1.31405,103.82495,Entire home/apt,495,92,0,,,217,364,0,
38841976,"JHB01 JoyHome R&F Princess Cove, Mall, City, CIQ 1",293887441,Joy Home,North Region,Woodlands,1.46009,103.76792,Entire home/apt,312,2,0,,,7,365,0,
38860178,"JHB02 JoyHome R&F Princess Cove（新山富力公主灣）Mall, 3",293887441,Joy Home,North Region,Woodlands,1.46014,103.76957,Entire home/apt,312,2,2,2019-12-22,0.06,7,365,0,
38885835,R&F Princess Cove Cosy 7 pax 3R2B,229174047,Jing Sheng,North Region,Woodlands,1.45807,103.76689,Entire home/apt,84,1,12,2022-09-08,0.34,4,361,6,
38910295,"24hr self-checkin Queenbed *RmC, 5min city center",201775246,Hillary,Central Region,Kallang,1.31068,103.86118,Private room,49,92,1,2019-11-01,0.03,46,264,0,
38911774,Superior 1-Bedroom apartment near Farrer Park,66406177,Jay,Central Region,Kallang,1.31189,103.86001,Entire home/apt,129,92,0,,,143,0,0,
38912342,Superior 1-Bedroom apartment near Farrer Park,66406177,Jay,Central Region,Kallang,1.31246,103.85964,Entire home/apt,136,92,0,,,143,0,0,
38914093,Superior Twin Room- no window,292133113,Rest Bugis,Central Region,Rochor,1.3045,103.85812,Hotel room,174,2,4,2022-07-14,0.12,10,194,3,S0430
38915453,"TRANQUIL & ECO-FRIENDLY, FAMILY 2 BR @ORCHARD",138649185,Fiona,Central Region,Tanglin,1.31237,103.82479,Entire home/apt,500,92,0,,,217,364,0,
38915787,"TRANQUIL & ECO-FRIENDLY, FAMILY 2 BR @ORCHARD",156409670,Tia,Central Region,Tanglin,1.31391,103.82689,Entire home/apt,425,92,0,,,180,364,0,
38916143,Superior Twin Room,292133113,Rest Bugis,Central Region,Rochor,1.30342,103.85841,Hotel room,222,2,31,2022-09-08,0.95,10,184,22,S0430
38921741,JHB03 JoyHome Country Garden Danga Bay Sea View 3,293887441,Joy Home,North Region,Lim Chu Kang,1.46178,103.72966,Entire home/apt,312,2,0,,,7,365,0,
38935611,1960s singlebed Rm2 @ lavender bugis.,8948251,Joey,Central Region,Kallang,1.3119,103.86136,Private room,49,92,3,2021-01-31,0.13,74,265,0,
38939902,Superior Queen without window,292133113,Rest Bugis,Central Region,Rochor,1.30488,103.85845,Hotel room,188,2,26,2022-07-18,0.85,10,195,25,S0430
38952469,Luxurious Cosy 2 Bedrooms Condo @ R&F Mall,9624622,Catie,North Region,Woodlands,1.45781,103.76838,Entire home/apt,94,1,5,2022-07-20,0.14,30,361,1,
38964844,"🌏Danga Bay💫@UHA 2BR 3-4pax  WiFi,near CS,R&F,SgCIQ",41870590,UHA Management,North Region,Lim Chu Kang,1.46553,103.7266,Entire home/apt,76,1,16,2020-09-29,0.45,61,264,0,
38965851,Condo Master Bedroom 150m f. Downtown MRT Station,20715591,Clem,Central Region,Downtown Core,1.28956,103.85074,Private room,163,92,6,2021-12-31,0.17,1,365,1,
38986386,Deluxe Skylight,292133113,Rest Bugis,Central Region,Rochor,1.30329,103.85847,Hotel room,346,2,4,2022-04-19,0.12,10,197,1,S0430
38986709,Superior Double Room,292133113,Rest Bugis,Central Region,Rochor,1.30442,103.85835,Hotel room,237,2,9,2022-06-12,0.27,10,195,4,S0430
38987390,Deluxe Twin Room,292133113,Rest Bugis,Central Region,Rochor,1.30303,103.85958,Private room,331,2,2,2022-07-13,0.71,10,199,2,S0430
38989495,R&F Princess Cove  2 Bedroom Apartment,298691745,Poh,North Region,Woodlands,1.46049,103.77105,Entire home/apt,51,2,23,2022-08-07,0.64,1,82,12,
39011692,☀ CLASSY & MODERN 1BR w/ QUEEN BED FOR STAY ☀,219550151,Ray,Central Region,Kallang,1.31579,103.85619,Entire home/apt,148,92,0,,,49,180,0,
39014250,Deluxe Double Room,292133113,Rest Bugis,Central Region,Rochor,1.30456,103.85851,Hotel room,307,2,5,2022-07-08,0.68,10,197,5,S0430
39014610,Family Room,292133113,Rest Bugis,Central Region,Rochor,1.30457,103.86025,Hotel room,381,2,11,2022-07-31,0.51,10,193,10,S0430
39038269,⛱️【Bathtub🛁KingBed】Seaview 🏝️ Legoland|FREE WiFI,213116959,Homehostr,West Region,Western Water Catchment,1.41735,103.65731,Entire home/apt,45,2,45,2022-09-12,1.25,3,233,12,
39062013,City Center 3mins to MRT Cosy room/High floor,299393616,Amy,Central Region,Kallang,1.31688,103.86045,Private room,86,92,2,2019-11-24,0.06,2,365,0,
39063539,Fully furnished 1BR apt 5mins to Tanjong Pagar MRT,66406177,Jay,Central Region,Downtown Core,1.27429,103.84513,Entire home/apt,169,92,0,,,143,0,0,
39091589,"LV House @ Puteri Harbour, Bukit Indah, JB  1ROOM",67732082,Louis,West Region,Western Water Catchment,1.41604,103.6529,Entire home/apt,28,1,173,2022-09-14,4.95,1,85,61,
39095087,CityCenter 3mins to Mrt/High floor/quiet/cosy room,299393616,Amy,Central Region,Kallang,1.31713,103.86046,Private room,86,92,0,,,2,365,0,
39097636,"JHB04 JoyHome R&F Princess Cove（新山富力公主灣）JB, 1B",293887441,Joy Home,North Region,Woodlands,1.45903,103.76979,Entire home/apt,312,2,0,,,7,365,0,
39115031,"24hr self-checkin QueenBed *RmK, 5min city center",201775246,Hillary,Central Region,Kallang,1.31158,103.8609,Private room,49,92,1,2019-11-15,0.03,46,264,0,
39116921,Queen Suite-Infinity pool/Gym/Free Parking,9624622,Catie,North Region,Woodlands,1.46836,103.76998,Private room,40,1,7,2022-09-20,0.20,30,95,3,
39118098,Backpackers' Room w Infinity Pool/Gym/Free Parking,9624622,Catie,North Region,Woodlands,1.4686,103.77078,Private room,29,1,7,2020-06-29,0.19,30,53,0,
39119215,Luxurious Cosy Queen Master Room in R&F Mall,9624622,Catie,North Region,Woodlands,1.45947,103.76887,Private room,52,1,0,,,30,96,0,
39119402,1-Bedroom Executive Suite,222503871,Pan Pacific Serviced Suites,Central Region,Kallang,1.29986,103.86123,Entire home/apt,768,1,1,2022-04-13,0.18,3,84,1,M0066
39119415,1-Bedroom Premium Suite,222503871,Pan Pacific Serviced Suites,Central Region,Kallang,1.29914,103.86103,Entire home/apt,849,1,0,,,3,75,0,M0066
39119455,Luxurious Cosy Queen Double Room in R&F Mall,9624622,Catie,North Region,Woodlands,1.45814,103.76854,Private room,50,1,5,2022-04-24,0.14,30,96,1,
39123066,Near MRT/metro & food Clean quiet safe Whole room,4850041,Brandon,North Region,Woodlands,1.42997,103.77846,Private room,40,92,8,2022-01-26,0.23,4,51,2,Authorised Serviced Apartment
39126987,【JB City Suasana】Feel Like Home Getaway byⓗⓢ,260813040,Havona,North Region,Woodlands,1.46262,103.76165,Entire home/apt,42,1,151,2022-09-16,4.19,34,20,83,
39147495,[Holland Village] Temporary Townhouse Stay #1,3951127,Sue / Mylene,Central Region,Queenstown,1.30824,103.79696,Entire home/apt,150,30,0,,,2,14,0,Authorised Serviced Apartment
39155845,[Holland Village] Temporary Townhouse Stay #2,3951127,Sue / Mylene,Central Region,Bukit Timah,1.30845,103.79902,Entire home/apt,150,30,0,,,2,0,0,Authorised Serviced Apartment
39158146,绿和园,129356836,Lu,West Region,Jurong East,1.33358,103.73832,Private room,70,92,2,2019-12-17,0.06,1,292,0,
39160099,JHB06 JoyHome Country Garden Seaview 金海灣 1,293887441,Joy Home,North Region,Lim Chu Kang,1.46661,103.72613,Entire home/apt,312,2,1,2020-01-28,0.03,7,365,0,
39169272,JHB07 JoyHome CGDB 碧桂園 金海灣 2房,293887441,Joy Home,North Region,Lim Chu Kang,1.46342,103.72634,Entire home/apt,351,2,1,2019-10-27,0.03,7,365,0,
39179244,Luxurious Seaview MasterRoom@R&F Mall w Smart TV,9624622,Catie,North Region,Woodlands,1.4677,103.76439,Private room,51,1,1,2021-12-05,0.10,30,360,1,
39186535,Teega 3BR Seaview/Lego Land/Putri Harbour 12Pax,96271763,Cheah,West Region,Western Water Catchment,1.4133,103.65456,Entire home/apt,77,2,7,2020-01-27,0.20,1,179,0,
39212348,LUXURIOUS FAMILY FRIENDLY 2-BEDROOM @BALESTIER,138649185,Fiona,Central Region,Novena,1.32204,103.85153,Entire home/apt,450,92,0,,,217,364,0,
39212874,Studio Queen at Outram Park near Sentosa (1),101145755,Yulie,Central Region,Bukit Merah,1.27222,103.83564,Entire home/apt,183,92,4,2021-09-05,0.13,13,27,0,
39214180,LUXURIOUS FAMILY FRIENDLY 2-BEDROOM @BALESTIER,156409670,Tia,Central Region,Novena,1.31989,103.85361,Entire home/apt,440,92,0,,,180,364,0,
39273219,Double Bunk Bed <2 Pax> // Nearby CIQ by ATTRUS,290447106,Attrus,North Region,Woodlands,1.4619,103.76271,Shared room,23,1,12,2022-09-01,0.34,1,365,4,
39281565,One bedroom apartment near Kovan Mrt Station,188697237,Mark,North-East Region,Hougang,1.35855,103.88282,Entire home/apt,90,92,2,2021-10-26,0.07,1,108,1,
39293663,ROOMME寓米公寓，新山富力公主湾店,296072031,冀振宇,North Region,Woodlands,1.45937,103.76776,Entire home/apt,590,1,1,2020-01-28,0.03,3,113,0,
39293936,"Private lift, jacuzzi steam bath, kitchen & train",263039672,Joyce,Central Region,Bishan,1.35789,103.82738,Entire home/apt,99,93,8,2022-01-31,0.25,1,163,3,
39293959,寓米公寓一房一厅,296072031,冀振宇,North Region,Woodlands,1.45965,103.7699,Entire home/apt,465,1,4,2021-11-05,0.12,3,113,1,
39301638,ROOMME寓米公寓富力公主湾店,296072031,冀振宇,North Region,Woodlands,1.45882,103.76818,Entire home/apt,469,1,4,2020-01-27,0.12,3,113,0,
39326791,21 Dover Crescent,48307592,Julie,Central Region,Queenstown,1.30275,103.7841,Private room,75,180,0,,,6,0,0,
39338786,Hmlet Cantonment - The Large,287240181,Hmlet Cantonment,Central Region,Bukit Merah,1.27536,103.83988,Private room,331,6,12,2022-09-15,0.35,4,350,6,Authorised Serviced Apartment
39342481,"Baby & kids friendly, JB CIQ, Romantic Duplex",258279865,Stay & Play,North Region,Woodlands,1.46161,103.77132,Entire home/apt,89,1,147,2022-09-04,4.15,2,297,70,
39345579,prewar doublebed Rm1 > lavender MRT,97878860,Chess,Central Region,Kallang,1.3097,103.86076,Private room,49,92,0,,,65,265,0,
39349086,"MINS TO ORCHARD, 3BR IN TRANQUIL STEVENS",138649185,Fiona,Central Region,Tanglin,1.31762,103.82767,Entire home/apt,550,7,0,,,217,357,0,Authorised Serviced Apartment
39380253,Lavender QueenBed *Rm: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30959,103.86141,Private room,49,92,2,2020-04-15,0.06,97,265,0,
39401038,RIVERSIDE 3 BR FAMILY SPACE@ RQ,138649185,Fiona,Central Region,Singapore River,1.29027,103.84169,Entire home/apt,754,6,1,2022-04-03,0.17,217,341,1,
39401945,RIVERSIDE 3 BEDROOM APARTMENT@ RQ,156409670,Tia,Central Region,Singapore River,1.29044,103.84097,Entire home/apt,550,92,0,,,180,364,0,
39403510,EXTRAVAGANT 2-BEDROOM APARTMENT@ANTHONY ROAD,138649185,Fiona,Central Region,Newton,1.31055,103.83819,Entire home/apt,574,92,0,,,217,364,0,
39404193,EXTRAVAGANT 2-BEDROOM APARTMENT @ANTHONY ROAD,156409670,Tia,Central Region,Newton,1.30859,103.84014,Entire home/apt,406,92,0,,,180,364,0,
39404728,EXTRAVAGANT 3-BEDROOM APARTMENT@ANTHONY ROAD,138649185,Fiona,Central Region,Newton,1.31047,103.83981,Entire home/apt,1261,92,0,,,217,364,0,
39404880,PALATIAL 2-BR SPACE @ SCOTT'S RD.,138649185,Fiona,Central Region,Orchard,1.30819,103.83488,Entire home/apt,525,92,0,,,217,364,0,
39405623,PALATIAL 3-BR SPACE @ SCOTT'S RD.,138649185,Fiona,Central Region,Orchard,1.30644,103.83257,Entire home/apt,700,92,0,,,217,364,0,
39406103,PALATIAL 2-BR SPACE @ SCOTT'S RD.,156409670,Tia,Central Region,Newton,1.30596,103.83483,Entire home/apt,375,92,0,,,180,364,0,
39406409,STYLISHLY DECORATED 2-BR APARTMENT@CLARKE QUAY,138649185,Fiona,Central Region,Singapore River,1.28772,103.844,Entire home/apt,441,92,1,2020-01-01,0.03,217,364,0,
39406586,PALATIAL 3-BR SPACE @ SCOTT'S RD.,156409670,Tia,Central Region,Orchard,1.30818,103.83461,Entire home/apt,510,92,0,,,180,364,0,
39423497,☀ LUXURIOUS CONDO 3BR w/ QUEEN BEDS FOR STAY ☀,219550151,Ray,Central Region,Kallang,1.31665,103.85276,Entire home/apt,298,92,0,,,49,180,0,
39424914,Modern Student Dorm(STUDENT PASS HOLDERS ONLY),302831055,Chang,Central Region,Queenstown,1.29432,103.80477,Private room,18,180,0,,,1,181,0,
39434525,Golden Sands Seaview Residence Suites,302894962,Shahadah,North Region,Sungei Kadut,1.46154,103.74691,Entire home/apt,56,2,0,,,1,91,0,
39448392,☀ BEAUTIFUL STUDIO APT w/ QUEEN BED FOR STAY ☀,219550151,Ray,Central Region,Kallang,1.31641,103.85682,Entire home/apt,98,92,4,2020-01-11,0.11,49,180,0,
39451138,Garden House near Botanic Garden & Holland Village,41383223,Patrick,Central Region,Bukit Timah,1.31573,103.80362,Private room,70,92,1,2020-03-29,0.03,1,77,0,
39451764,Lavender QueenBed *RmA : 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30953,103.86042,Private room,49,92,1,2020-03-01,0.03,97,265,0,
39488084,1960s Balcony Queenbed *Rm @ lavender bugis,8948251,Joey,Central Region,Kallang,1.30973,103.86054,Private room,49,92,2,2020-02-08,0.06,74,357,0,
39545869,Luxurious Condo 1 Bedroom @R&F Mall,44219325,Nikki,North Region,Woodlands,1.4577,103.76858,Entire home/apt,73,1,3,2021-12-08,0.09,13,95,1,
39571129,Luxurious Cosy 2 bedrooms seaview condo @R&F Mall,9624622,Catie,North Region,Woodlands,1.45754,103.76976,Entire home/apt,115,1,7,2022-07-26,0.20,30,359,5,
39586235,Luxury 3BR Legoland HelloKitty,163025370,Sharm,West Region,Western Water Catchment,1.41488,103.65485,Entire home/apt,80,1,2,2022-02-02,0.21,18,87,2,
39589304,Deluxe Triple Room,292133113,Rest Bugis,Central Region,Rochor,1.30507,103.85975,Private room,344,2,26,2022-08-20,0.75,10,190,23,S0430
39603119,Cozy room with attached toilet,100661714,Phillip,North-East Region,Serangoon,1.3725,103.87352,Private room,150,92,3,2020-03-12,0.09,3,91,0,
39612598,"1970s singlebed Rm1, no-sharing",8948251,Joey,Central Region,Geylang,1.3147,103.88163,Private room,39,92,1,2020-11-28,0.05,74,325,0,
39617089,Superior 1-Bedroom apartment near Farrer Park,66406177,Jay,Central Region,Kallang,1.31347,103.85777,Entire home/apt,136,92,0,,,143,0,0,
39638066,Lavender SingleBed RmA: 5m walk MRT,2413412,Kaurus,Central Region,Kallang,1.30968,103.86086,Private room,49,92,4,2021-08-29,0.12,97,264,0,
39641124,Nature Inspired Executive Studio Apt. in Novena,267763952,Yee,Central Region,Novena,1.31781,103.84667,Entire home/apt,179,6,4,2021-12-28,0.15,4,0,1,Authorised Serviced Apartment
39641335,Nature Inspired Studio Twin Apt. in Novena,267763952,Yee,Central Region,Novena,1.31754,103.84687,Entire home/apt,169,6,0,,,4,0,0,Authorised Serviced Apartment
39641470,Nature Inspired 1 Bedroom Apartment in Novena,267763952,Yee,Central Region,Novena,1.31801,103.84881,Entire home/apt,189,6,3,2022-01-04,0.28,4,0,3,Authorised Serviced Apartment
39641568,Nature Inspired Premier 1BR Apartment in Novena,267763952,Yee,Central Region,Novena,1.31932,103.84659,Entire home/apt,258,6,60,2022-01-09,1.73,4,0,18,Authorised Serviced Apartment
39653480,prewar singlebed Rm1 > lavender MRT,97878860,Chess,Central Region,Kallang,1.3109,103.86021,Private room,49,92,0,,,65,264,0,
39655270,Superior 2BR Apartment in Farrer Park MRT,66406177,Jay,Central Region,Kallang,1.31386,103.85931,Entire home/apt,165,92,1,2020-01-31,0.03,143,0,0,
39657837,Spacious 1-bedroom in the heart of the city,1563123,Caroline,Central Region,Downtown Core,1.27316,103.84638,Entire home/apt,180,92,3,2020-01-01,0.09,1,84,0,
39679521,Long term leasing in Yishun Area,65982503,Wei,North Region,Yishun,1.4156,103.84413,Private room,50,92,1,2019-11-13,0.03,2,234,0,
